text,label
车主反映该车在行驶100码以上踩刹车方向盘抖动，技术人员检查判断是左右前制动盘面不平导致，,0.73
厂家针对新疆地区BJ80军车，刹车偏软，刹车时间较长问题，现进行制动系统技术升级。,0.71
客户反映车辆空调不制冷，经技师检查打压测试发现膨胀阀漏氟需要更换膨胀阀,0.76
发动机抖动，经检测发动机悬置故障，更换发动机悬置,0.42
转向拉杆松旷间隙过大，导致车辆行驶中底盘有异响，更换转向拉杆总成,0.69
主减速器带半轴材质不良导致车辆行驶110迈以上车身抖动，需更换主减速器带半轴套管总成。,0.67
车辆无助力底盘漏油技师到达现场后确认故障现象存在检查发现为底盘动力转向回油管总成故障，更换后试车检查故障排除,0.68
客户反映车辆打开空调制冷不充分，经技师检查发现压缩机不工作，与其它车辆互倒配件确认为继电器故障需要更换机舱电器盒上盖,0.72
车辆正常行驶丢油后底盘异响，检查为前传动轴松旷间隙大导致异响，更换前传动轴总成后正常。,0.69
室内外温度显示反了，检查是室内外温度传感器故障。更换室内外温度传感器、,0.75
转向时，方向盘异响，经检查组合开关发出，更换,0.77
车辆来店检查左右打动方向盘时咔噔咔噔异响，经技师检查后断定为动力转向中间轴总成因配件材质不良导致异响，更换后故障排除,0.79
客户反映车辆急加速时消音器有异响，进店检查消音器无刮蹭，更换消音器及中间管总成异响消除。,0.68
左前门玻璃无法上下升降，经检查属于左前门玻璃升降开关接触不良，导致玻璃无法升降。,0.83
客户反映漏油，经技师检查是半轴油封漏油，需更换半轴油封总成。,0.67
车辆换档时有卡涩的现象，分析为换挡杆回位不良引起。,0.73
左前门玻璃无法升降，检查线路和插头正常，检查为拉线断裂，更换左前门电动玻璃升降器后正常。,0.81
车辆仪表显示右后轮速传感器故障，检查线路正常，使用电脑消除故障码之后故障未消除，更换后轮速传感器总成-右之后故障消除，故需更换后轮速传感器总成-右。,0.72
此车辆右前防滚杠把手脱落无法固定，影像使用。检查为防滚杠把手由于材质工艺不良所致，更换防滚杠把手故障排除。,0.83
后门线束右断裂，导致车门无法开启，更换线束后故障排除。,0.82
前制动盘材质不良导致80迈时刹车抖动严重，跳动量数据分别为7和8均已超标，需更换制动盘后故障可排除,0.75
客户描述翼子板上饰板总成松动，经维修师傅检查为翼子板上饰板总成内卡子断裂导致松动，外观没有被撞痕迹，更换翼子板上饰板总成后故障排除。,0.84
右前门内扣手材质不良，导致右前门从里面打不开，需更换,0.82
该车前雨刮片不动，经过检查发现是前雨刮电机故障导致。,0.8
客户反映车辆后门儿童锁锁上后，从里边还能打开，经技师检查确定是其后门锁体故障导致，无法维修，更换消除,0.85
客户反映车辆胎压故障灯亮，经检查检测车辆是胎压监测传感器 故障，更换车辆胎压监测传感器。,0.76
该车行驶中漏气，维修技师检查发现气垫故障，更换增压器垫与衬垫总成后故障排除,0.74
客户反映车辆左前密封条翘起，经师傅检测后需更换前门密封条-左。,0.84
客户反应行驶时车身抖，维修技师检查为后传动轴有旷量导致，更换后故障排除。,0.68
客户反应驾驶座椅晃动，维修技师检查为座椅本身松动导致，更换后故障排除。,0.85
背门弹簧漏油，没有支撑力（见附件），申请更换背门弹簧。,0.81
此车辆右后门锁不住，检查为右后门线束由于材质不佳异常磨损断裂所致，更换右后门线束故障排除。,0.8
车辆气囊故障灯亮，VDS检查为组合开关工作不良，更换组合开关，故障排除！,0.76
客户反映车辆后桥漏油，经维修技师检查为左右后桥半轴油封密封不严导致漏油，更换左右后桥半轴油封。,0.74
"客户反映四驱不能行驶.有异响.来店检查故障存在.拆下分动箱检查发现链条断裂导致内部磨损.需更换分动器总成,客户同意此为分动箱最后一次质保的处置意见",0.65
客户着车怠速时发电机异响声大，检查发电机故障，更换件后问题解决。,0.28
经过排查发现车辆四缸喷油器回油量多于正常车辆，需要更换四缸喷油器,0.54
漏防冻液，检查为暖风水阀漏水，由于配件改进升级无暖风水阀订购，改为更换回水管和供水管，更换后故障解除。,0.73
客户进店检查车辆漏油，经检查发现前驱动半轴漏油，属于质量问题，需更换,0.75
左外后视镜锁车时折叠功能失效，无法折叠，更换左外后视镜，故障排除,0.84
该车客户反应在行驶前进或后退时底盘有嘎啦嘎啦异响声，检查底盘发现分动器底部有渗漏油液痕迹，经我站师傅拆下分动器分解检查确认是分动器总成内部零部件被动链轮齿轮打碎损坏导致分动器总成外壳打开裂。,0.67
车辆膨胀水壶盖上有水迹渗出的现象，分析为水壶盖密封不严引起渗水。,0.75
车辆行驶中加速时后桥处有咯咚咯咚的异响，检查后传动轴无松旷的现象，判断为后桥主减速内部齿轮故障引起。,0.78
车辆倒车镜折叠时左右倒车镜角度不一致，经检测左边倒车镜折叠角度过大，靠在车窗玻璃上，无法调整需更换左倒车镜，更换后故障排除,0.83
部队军车反映车辆ABS故障灯亮，经过检测是左后轮速传感器导致。,0.76
客户反应车辆高速行驶一段距离后，停车起步后轮“戈崩戈崩”异响，试车确认故障存在。断开后传动轴后试车声音依旧存在，需要更换后桥总成后待试,0.72
客户进站反馈发动机底下漏油。技师检查发现车辆无拆装碰撞痕迹，检查发现发动机底下右边确实存在漏油现象，判断为右边半轴油封密封不良导致漏油,0.71
车辆左前门及左后门和尾门外拉手漆面起皮脱落，检查确认属于配件喷涂工艺不良，长期使用后老化开裂脱落，更换后故障消失。,0.85
车辆检查中发现其车辆的转向摇臂有旷量，经技师检查确定是其i配件故障导致，无法维修，更换消除,0.76
车主反映该车底盘漏油，经检查判断是回油管密封不良导致，更换回油管添加润滑油故障排除！,0.74
右遮阳板上的镜片固定不良，更换右遮阳板总成,0.84
右前门线束短路导致右前门玻璃无法升降，更换右前门线束总成后故障消除,0.85
左后门线束内部断路，车窗升降器无法使用，更换后门线束-左,0.84
挂二驱四驱灯亮，经检测是四驱档位开关故障导致，更换后故障排除,0.76
此车电动踏板控制器功能失效，导致右侧踏板关上门后无法收回，出现踏板电机长通电，电机发热的现像，把此故障车控制器安到别的车上也还是出现同样的故障。因此判定是电动踏板控制器坏了才出现的这个故障。,0.43
回油管密封不良导致渗油，更换回油管后故障排除。,0.75
回油管调整密封不良渗油，更换回油管后故障排除。,0.75
客户进店反应该车方向盘有旷量，异响，维修技师接车路试后故障确实存在，诊断为转向器故障，更换动力转向器总成后故障排除,0.74
车辆在开启空调后不会制冷发现空调泵不会转动检测发现是机舱电器盒的故障需更换，详情请见附件。,0.64
客户反映挂档M挡不显示，换挡机构内部触点接触不良,0.69
右后门线速断开，经检查车门限位过大引起线速蹬断，设计问题需更换新件。,0.73
行车记录仪总显示储存卡未格式化，经检查换行车记录仪损坏导致，更换行车记录仪，故障排除。,0.86
客述车辆制动时方向盘剧烈抖动并伴有跑偏现象。实车测试发现车辆两前制动盘平面跳动量超出正常适用范围。现申请更换两前制动盘。,0.75
车辆右前门无法锁死，检查发现损坏，更换前门锁体总成-右故障排除。,0.86
客户反应左右后门锁不住，维修技师检查为线束故障导致，更换后故障排除。,0.84
1发动机故障灯亮，技师确认故障存在。2技师检测故障代码为P0037 后氧传感器加热器短路，检查线路良好，技师判断是由于内部故障导致。3更换新的新的后氧传感器故障排除。,0.73
蓄电池密封不良导致电水泄漏，更换故障排除。,0.52
中间轴有间隙，导致左右打方向时咯噔异响，更换中间轴后故障排除。,0.68
行驶时速80公里以上制动时车身抖动，测量左右前制动盘抖动量均≥0.05mm，测量厚度差都符合更换标准，更换左右前轮制动盘。,0.73
客户反映仪表ABS灯亮，进店检查更换右后轮速传感器总成。,0.71
后门线束-右内部断路，导致车辆后门升降器无法使用，更换后门线束-右,0.75
客户反映颠簸路段方向盘抖动。经我店检查需索赔更换中间转向连接轴。,0.73
车辆助力油管密封不良漏油，更换助力油管后故障排除。,0.71
车辆四驱模式行驶中底盘异响，经检查分动器内部异响，更换分动器后故障排除。,0.68
前制动盘材质不良导致60迈踩刹车抖动严重，跳动量测试分别为10 和8 均已 超出标准，需更换制动盘后故障可排除,0.71
右后门锁不住，经检测是右后门锁块故障导致，更换后故障排除,0.75
客户反应挂四驱不走，维修技师检查为分动器链条断裂导致主动轮被动轮换挡拔叉损坏，需更换。,0.62
车辆按键时有提示音，播放音乐、收音机等时无声音，更换主机后故障排除。,0.84
调速电阻内部故障导致空调系统风量无法关闭一直出风，更换调速模块故障排除,0.68
客户反映副驾驶侧无法拉出，检查发现为副驾驶安全带总成内部故障导致锁死，无法修复，需索赔更换。,0.84
客户反应安全带卡不上，经过检查发现安全带搭扣存在故障，需更换前座椅安全带搭扣总成（含线束）,0.87
该车反映车辆背门锁有时只能锁上一道锁，经过检查判断尾门锁体内部卡滞导致其锁闭困难。,0.88
客户反映音乐声音小调到最大声音也不大而且有杂音，技师检查线路正常喇叭正常，为主机故障导致，更换主机故障解除。,0.84
车辆进店检查反应制动抖动，经过维修技师检查为60公里每小时以上制动时方向盘抖动，为前制动盘故障，申请更换前刹车盘排除故障。,0.73
车辆在行驶或者怠速中前传动轴总成异响，更换前传动轴总成之后故障排除。,0.69
底部异响，经技师检查属前传动轴内部卡顿所致，需更换前传动轴。,0.68
车子进店反映车速达到80码以上的时候车子发动，经维修技师检测发现后传动轴共振上去的，更换传动轴,0.68
检查车辆漏油，经检查发现前驱动半轴油封漏油，油封密封不严造成，需更换油封,0.71
半轴油封不良，导致渗油，更换油封后故障排除。,0.72
车辆行使80—90迈以上踩刹车方向盘抖动严重，查为两前制动盘跳动量过大导致，需更换两前制动盘后故障排除。,0.73
客户反映车辆底盘有油液漏出，进店检查，右前半轴油封漏油，带盘无撞击痕迹，属于质量问题，无法打胶处理，故需更换半轴油封总成。,0.68
该车检查底盘发现后减速器连接后桥壳处有渗漏油液，经检查是后减速器总成出厂安装时密封胶没有打到位导致密封不良渗漏油液。,0.71
车主进站反映后车门关闭状态仪表显示非关闭，技师检测为后门线束故障，予以更换后门线束后故障排除。,0.81
该车玻璃水壶漏水，配件材质不良裂纹，更换洗涤器储水器总成。,0.82
客户来电反映车辆有油有电无法启动，技师根据客户反映情况无法进行路修，需拖回处理，拖回处理后技师检查是燃油泵故障，需更换燃油泵。,0.21
客户来店反馈副驾侧把手包皮开胶。拆下后发现开胶部位皮革相比其他部位短一点，可能怀疑下料不足或工艺误差导致皮革开胶。更换新把手总成故障排除，更换副驾侧把手总成,0.85
车辆的转向不回位，更换组合开关之后故障排除。,0.74
客户反映行车记录仪黑屏、检查发现是流媒体内后视镜内部故障导致黑屏，更换流媒体内后视镜总成,0.86
该用户反映该车左前门玻璃按钮不好使，经我服务站维修师检查由于左前门线束内部故障造成的，属于质量问题，更换后故障排除,0.87
该车辆的左后门线束工作不良，需更换左后门线束，故障现象解决,0.82
空调无冷风，检查空调压力加氟过后，空调压力依然无变动，之后转动吸盘是空转，没有压缩，需要更换压缩机和散热器总成,0.76
客户反映：车辆打开右转向灯时，指示音响的频率过快，经检查由于右外后视镜底座松动卡不紧所造成。更换右转向灯总成，故障排除。,0.79
客户进站反映行驶途100迈以上踩刹车方向盘左右抖动，我站维修技师试车后判断为制动盘故障，测量跳动量后需更换左前右前制动盘处理。,0.72
在过颠簸路时转向中间轴处发出咯咯的异常响声，需更换动力转向中间轴总成,0.68
客户反映使用车辆行驶时踩刹车方向盘抖动大，经检查为左右前制动盘故障。,0.71
客户到店反应车辆底盘有油迹，技师检查判断为左前半轴油封漏油，申请更换。,0.68
.客户反映车辆蓄电池侧边鼓包，经检查该蓄电池侧边有明显鼓包现象，需更换蓄电池总成。,0.35
客户反映车辆后桥主减速器有漏油现象，经检查为后桥主减速器主齿油封总成故障导致漏油。,0.63
坡度仪上下左右无法移动，失去检测效果。经检查属于坡度仪密封不良，导致内部液体渗漏。,0.71
客户反映车辆在行驶过程中流媒体显示屏不工作，维修技师进行检查，并进行对换配件进行测试，测试后故障依旧，拆开发现流媒体线束处有插头退针现象，因此技师判定为仪表线束故障，更换配件后故障消除,0.82
车辆空调系统无法正常制冷，经检查发现为保险丝盒线路接触不良导致，需更换保险丝盒,0.71
发电机异响   经技师检查是发电机组件不良导致   需更换,0.29
车辆的右外后视镜总成回位不良，更换右外后视镜总成之后故障排除。,0.81
该车辆的左后制动钳有明显的偏磨现象，需更换左后制动钳，故障现象已经解决,0.78
客户反应左右侧围下饰条松动，经检查为内部卡扣损坏。拆装右侧装饰条更换卡扣从新固定，左侧装饰条从新固定更换卡扣后，试车两侧松动故障排除。,0.82
客户来店反映车辆踩刹车抖，技师检查是转向拉杆总成框动，需更换转向拉杆总成。,0.69
左后门升降器不工作，左后门线束断裂，需更换左后门线束,0.82
客户反映车辆在关闭左前门时，仪表上有的时候会显示未关闭车门，技师检查车辆发现在关闭左前门车门后，左前门密封条会出来一些，技师检修后发现故障依旧存在，更换左前门密封条后故障排除,0.79
换挡操纵机构不挂档，拆解发现换挡操纵机构与换挡连线处断裂，更换后故障排除。,0.65
车辆怠速时，挂档杆处抖动严重，更换变速杆总成排除故障,0.71
左前门玻璃升降器拉线脱落，玻璃不能升降，经检查材质不良，需更换新件。,0.82
右后视镜折叠时折叠不到位，经检测是后视镜轴承故障导致。，更换后故障排除,0.82
车主反映大灯偶尔不亮，经查、组合开关总成内部短路，需更换,0.81
客户反应底盘有漏油现象，到店检测为动力转向回油管漏油，需要更换动力转向回油管总成，更换后故障消除,0.68
单向阀软管开裂，无法正常使用，更换单向阀后故障排除,0.51
车辆打方向咚咚响经查是动力转向中间轴总成内部故障导致拆装更换动力转向中间轴总成,0.65
车辆在怠速时，行驶时，前部异响，经技师检查主减速器带半轴套管总成内部异响，请老师批准，谢谢老师,0.69
电子手刹失效无法解除，车辆无法行驶。经检查电子制动钳总成左内部故障损坏导致电子手刹失效，无法解除无法行驶，更换电子制动钳总成左故障排除，电子手刹使用正常。,0.31
客户反应车门开闭困难，操作过重，经过检查发现前门下铰链总成-左存在故障，需更换左前门下铰链组件,0.74
客户到店反应车辆左右踏板不回位，经我店维修技师检查后发现属左右上车踏板故障，更换左右上车踏板后故障排除。,0.69
经维修技师检查发现为转向助力回油管漏油，需更换动力转向回油管总成排除故障.望老师批准 谢谢,0.65
此车辆没有空调，打压检测发现高低压空调管与空调泵接触面均有漏气，拆解发现进排气空调管密封圈由于材质不佳密封圈老化所致，因没有单独密封圈只能更换进排气空调管。,0.68
车主进店反应车辆急加速无力，且仪表SVS灯会亮。经维修人员试车故障存在，使用解码仪检查系统发动机系统有P2299加速踏板位置传感器故障，该故障码为历史故障。询问客户加油都是到正规油站加油，,0.63
客户反应该车存在烧机油现象，经维修技师拆解检查发现涡轮增压器轴承部分存在油渍，增压器内部有漏油痕迹，判断为增压器漏油造成机油异常消耗，因此更换增压器总成。,0.69
客户反映车辆行驶时打方向有异响，经检查为转向驱动半轴故障，更换后故障解除。,0.71
左前差速器油封漏油，为其油封自身密封不良渗油导致，申请更换。,0.79
用户进站报修刹车效果不好，经技师检查左右两边的制动硬管接头处都在漏油，属产品质理原因引起的，需更换。,0.62
车辆挂四驱时前桥内部有咔咔异响声音，拆解前桥检查发现主齿齿轮断裂，导致前差速器运转时出现异响，更换前桥试车故障排除。,0.79
车辆行驶100迈以上右前门有风噪声，经检查，右前门上中下密封条密封不良所致,0.79
车主报修其车辆空调不制冷、制冷效果差，影响使用！,0.6
客户反映行车70迈后，车身抖动，维修技师检查后确认为传动轴故障导致，更换传动轴，故障排除。,0.68
经维修技师检查右后门外拉手爆漆，更换右后门外拉手故障排除。望老师批准 谢谢,0.87
客户反应车子发动机舱噪声大，维修人员听音源判断系发电机存在异响，替代更换后故障排除,0.69
客户反映行车记录仪闪屏，检查发现是流媒体后视摄像头内部故障导致，更换流媒体后视摄像头,0.81
本车辆客户反应中央扶手不好用，只能一面开，另一面无法打开，属于配件质量问题，无法修复，建议更换中央扶手总成，故障解除。,0.71
该用户反映该车坡度仪不好使，经我服务站维修师检查由于坡度仪液体减少造成的，属于质量问题，更换后故障排除,0.69
顾客反应车辆行驶时底盘异响，经检查发现底盘前传动轴磨损松动导致，跟换问题解决,0.72
开空调有时不工作，经检查机舱电器盒损坏，更换,0.65
车辆的动力转向泵及皮带轮总成漏油，更换动力转向泵及皮带轮总成之后故障排除。,0.68
右前门电动升降器故障导致升降困难，更换后故障排除,0.79
车辆开启内循环模式时驾驶室内有异响传出。经技师检查发现为车辆内外循环电机内部故障。需更换内外循环电机总成。,0.51
车辆检查中发现车辆的门外手柄总成掉漆，经技师检查确定是其配件故障导致，无法维修，更换消除,0.86
客户反应主驾座椅无记忆功能，重新匹配后使用一段时间后功能再次失效，检查相关线束发现T15f/B9，T18f/B8网络线有时电压不稳定，排查线束发现地板线束与地板干涉磨损导致短路，处理后故障排除。,0.84
客户进店反映，方向盘处异响，技师检查为动力转向中间轴间隙过大导致，需更换动力转向中间轴总成排除故障,0.65
客户几点反映DA主机触摸屏点击时没反应，特别是左下角部分，技师检测无线路等故障，主机内部故障导致,0.69
用户反映左前门关闭时密封条凸起，经检查为密封条压不严实导致门关闭困难，更换密封条后故障排除,0.79
客户进站反映行驶途100迈以上踩刹车方向盘左右抖动，我站维修技师试车后判断为制动盘故障，测量跳动量后需更换左前右前制动盘处理。,0.71
客户反映车轮上有油液，看到传动轴外球笼脱落，进店检查，底盘无撞击痕迹，轮胎内侧无撞击痕迹，外球笼脱落，导致内部油液漏出，无法再次固定，故需更换转向驱动半轴总成。,0.62
车辆到店检查车辆PCV管开裂，经技师检查为PCV管本身材质问题，更换后故障排除。,0.61
车辆进店检查反映车辆噪音大有异响，经过维修技师诊断确实存在此故障，检查为皮带张紧器工作不良导致，更换皮带张紧器后故障消失。,0.75
打不着车，经检测是燃油泵故障导致，更换后故障排除,0.32
.客户进店反映车辆行驶中打方向有咕咕异响，检查动力转向中间轴故障故更换；,0.65
皮带有裂纹，经检查属皮带质量问题，需更换压缩机皮带。,0.63
客户到店反应车辆打方向时咯楞楞异响，技师检查判断为动力转向中间轴异响，框，申请更换。,0.73
客述车辆无法启动。实车测试后发现为车辆燃油泵损坏导致车辆无法正常启动。更换后测试故障排除。,0.12
停放或怠速状态、车辆底部明显有滴油现象，检查发现油压阀出厂时未紧固，随手一带就能扭下来，需更换紧固及添加2桶油液,0.62
客述座椅摇晃咯哒咯哒响，检查中发现座椅内侧导轨未锁止，导致座椅内侧导轨齿之间前后碰撞发出异响，长时间晃动座椅偶尔可听到内侧导轨锁止声音，此时座椅异响消失，检查导轨无法调整，,0.82
坡度仪密封不良渗漏油液，更换坡度仪，故障排除,0.69
客户反应着车后发动机舱内有异响（附视频）经检查发现该车皮带异响，更换皮带后故障排除,0.84
客户反映车辆在行驶中方向盘有异响，路试检查了现中间轴间隙过大造成，更换动力转向中间轴总成后故障排除，恢复正常。,0.68
车辆进站检查左前门玻璃升降器不好使，检查故障为左前门车门线束断裂导致，检查更换处理。,0.82
客述车辆后桥与传动轴连接处有油液渗出。实车测试发现为主齿油封密封失效导致在使用中油液渗出。更换后测试故障排除。,0.75
车辆行驶到80-100迈时踩刹车后方向盘有时显抖动，经检查更换前制动盘。,0.73
车辆气门室盖漏油，经技师检查为气门室盖密封垫故障，需要更换气门室盖密封垫。,0.78
电瓶充满电后第二天使用打启动还是不行，用电瓶检测仪检测后，蓄电池不储电，需更换蓄电池，申请更换蓄电池。,0.29
动力转向回油管调整不良，渗油，更换回油管后故障排除。,0.68
仪表显示安全气囊故障灯，客户不敢开车，于是电话救援。技师到达后，检查发现安全气囊控制器接口氧化，需更换安全气囊控制器。更换安全气囊控制器后，故障排除。,0.72
"客户描述：仪表亮三元催化故障灯
故障原因：经检查三元催化外壳支架断裂导致
处理意见：建议更换三元催化",0.69
"客户反映车辆挂四驱却无四驱，无法正常行驶,建议更换主减速器带半轴套管总成。",0.69
客户反应漏防冻液，维修技师检查为膨胀水箱盖密封不良导致，更换后故障排除。,0.76
动力转向中间轴总成材质不良导致行驶中异响，需更换后故障可排除,0.67
车主反映车辆在行驶过程中流媒体黑屏，维修技师通过描述检查情况属实，技师试换流媒体后摄像头故障消除，因此认为故障为流媒体后摄像头内部故障，更换流媒体后摄像头,0.74
车辆发动机前端盖密封不良漏油，重新打胶后故障排除。,0.78
左后减震器漏油，检查为减震器密封不良导致，更换后减震器,0.73
车辆行驶中打方向时底盘有异响，检查为转向管柱间隙过大导致，更换转向管柱,0.71
左外前门锁体有起皮爆漆现象（见附件），申请更换前门锁体总成—左。,0.82
右前半轴油封漏油，拆卸检查为半轴与油封连接处有拉伤，更换半轴与油封,0.69
经拆检为空调冷凝器与空调管道接口处胶圈脱落导致密封不严，使得空调制冷剂完全泄露挥发，导致空调不凉,0.72
客户来电反映车辆有油有电无法启动，发动机转动，技师检查是车身线束总成故障，需更换。,0.52
车辆左前门玻璃升降器卡滞不动，升降时异响，检查因左前门玻璃升降器原因造成，更换左前门升降器,0.81
车辆后排双人座椅靠背无法折叠，检查是拉手内部拉索脱落导致无法拉起，更换后排双人座椅总成故障消除,0.85
 客户反应加油油箱盖打不开，进店检查发现油箱盖电机损坏导致，申请索赔,0.82
客户来站反应车子四驱模式失效，异响，只能两驱行驶。检查发现前轮传动轴转动，转向驱动半轴不转，听声音是前桥处异响，判断主减速器带半轴套管总成故障，内部件损坏。更换处理,0.65
客户反应车辆行驶时变速箱异响及换挡时有卡顿和异响，经检查为变速箱本身内部结构质量所致，需更换手动变速箱总成。,0.68
该车前轮踩刹车时有异响，经过检查发现是制动盘和刹车片磨损导致有划痕出沟导致异响。,0.72
客户反应车辆启动时室内有风声，踩油门时异响严重，经我站技师检查确定为增压器的旁通阀不通，泄压阀无法泄压导致室内异响，更换增压器总成后试车故障排除。,0.71
该车反映车辆转向异响，经过检查判断转向下轴万向节松旷导致其转向异响。,0.76
两前制动盘质量不良，导致车辆行驶80迈踩刹车方向盘抖，需更换两前制动盘,0.73
鼓风机质量不良，工作不良，鼓风机有异响，需更换,0.72
坡度仪密封不良渗漏油液，更换坡度仪，故障排除,0.69
该车走不平路面时前部异响，我站维修技师检查为传动轴松旷导致异响，更换前传动轴总成后试车，故障排除。,0.68
车主反映车辆在行驶过程中底盘有异响声，维修技师经过描述检查发现异响声来自于动力转向中间轴，技师判定动力转向中间轴内部故障，更换动力转向中间轴，更换配件和故障消除,0.69
左前轮异响，经技师检查属滚针轴承内部故障卡顿异响，需更换。,0.67
车辆手套箱灯常亮，经技师检查为手套箱本身材质问题，更换排除。,0.85
客户来店检查高温，经检查是蒸发箱漏防冻液，蒸发箱里暖风水箱漏,0.79
电子扇不工作，经检查为高温后造成电子扇内部烧蚀，不工作不转，索赔更换电子扇,0.82
客户进店反应室内阅读灯不亮，技师检查前顶灯总成固定脚不良。,0.76
车辆无法启动，检查线束发现燃油箱及后轮速传感器线束与车身线束连接处两插头烧蚀造成燃油泵短路无法工作更换后故障排除车辆正常行驶。,0.52
车辆左后门线束坏，造成左后门电动升降器不能升起，更换左后门线束总成之后故障排除。,0.79
左前门关闭后，左前门密封条密封不住被夹到到门外面，重新安装后故障依旧，判断为左前门密封条由于材质不佳变形所致，更换左前门密封条故障排除。,0.81
客户反应车辆漏油，经检查为气缸垫处及正时罩盖处漏油，需要抬缸盖更换气缸垫，拆装正时罩盖打胶处理维修漏油情况 。,0.72
检查底盘漏油，经检查为半轴油封密封不严漏油，索赔更换半轴油封,0.69
车辆前稳定杆连杆胶套开裂，经检查分析应属于前稳定杆连杆胶套材质不良导致，更换前稳定杆连杆后故障排除,0.68
客户反映手刹松不掉，经本站技师检查属左后制动卡钳内部故障所致，需更换左后制动卡钳总成。,0.71
车主反映左后尾灯进水，经查、左组合尾灯密封不良导致进水，需更换,0.79
客户反应车辆行驶中突然熄火，经检查为油箱内电磁阀故障导致供油不佳，更换油箱后试车故障排除。,0.35
客述车辆气囊灯报警实车测试判断为时钟弹簧损坏导致车辆气囊报警。更换后测试故障排除。,0.76
车辆转动方向盘时有有异响，到店检查为方向机连接杆间隙过大导致，需更换动力转向中间轴总成,0.69
该车走不平路时前部异响，我站维修技师检查为横拉杆故障，更换转向拉杆总成后试车，故障排除。,0.68
车辆左前门玻璃无法上升，经检查为左前门玻璃升降器拉锁脱落引起。,0.81
车辆加满油后行驶自动熄火，检查发动机工作正常，燃油泵电路通断正常，尝试调换燃油泵，加油试车故障消失，故判断为燃油泵功能故障导致，更换后故障消失。,0.36
车主反映行驶到60迈以上踩刹车时方向盘抖动，经查、前轮制动盘接触面不平导致制动时抖动，申请更换,0.73
客户反映该车在行驶过程中底盘异响，经检查发现属前传动轴总成损坏而引起，更换前传动轴总成，故障解除。,0.69
客户来店反映导航地图定位不准，维修人员试车确认故障存在，参考技术通讯确认系GPS天线故障，更换导航天线。,0.81
客户反应挂倒挡后部没有障碍物也报警，判断为倒车雷达控制器内部故障导致，更换倒车雷达控制器,0.83
经过检查发现该车后背门外扣手掉漆，更换后背门外扣手。,0.87
客户反映空调不制冷。技师检查雪种和鼓风机并没异常，检查压缩机线路时发现经常短路，时不时来电，插头没有松，压缩机线路也没有断开的现象，然后检查保险盒发现是保险盒的故障,0.76
此车辆打方向有咯噔咯噔异响声，用听诊器听诊后判断为此声音有动力转向中间轴部位发出，判断为动力转向中间轴总成内部机械故障所致，更换动力转向中间轴总成故障排除。,0.68
燃油泵不工作经检查为地板线束插接件烧蚀导致，更换燃油箱及后轮速传感器线束总成,0.68
客户反映行驶不平路面方向盘下部异响，技师检查是转向管柱总成问题，更换后故障排除,0.69
顾客反映，踩离合重，挂挡不顺畅，经维修技师检测，离合片磨损严重，压盘口有明显变形，液压分离轴承有明显凹槽，需要作更换处理。,0.74
车子进店反映，侧滑灯亮，ABS报警，维修技师检测，保险丝是好的，插头都是好的，用电脑检测有故障码，CAN总线关闭错误，CAN总线TUC超时。综上ABS泵故障，更换ESP模 块。,0.78
车辆行驶中底盘处有咯哒咯哒的异响，经检查为前传动轴球头松旷引起异响。,0.79
车辆在行驶中动力转向中间轴总成异响，更换动力转向中间轴总成之后故障排除。,0.68
客户反映行车70迈以上车身抖，维修技师检查后确认故障为传动轴导致，更换传动轴，故障排除。,0.67
客户反映颠簸路段方向盘抖动。经我店检查需索赔更换动力转向中间轴总成,0.69
客户反映坐座椅的时候座椅咯噔咯噔的异响，技师检车座椅螺丝都紧固着，确定是座椅骨架异响，因座椅骨架无法单独订购，更换主驾驶座椅后故障排除,0.81
"客户进店检查车辆，经过用电脑检查发现故障码：U010104,CAN总线TCU故障，故障清除不掉，申请更换变速器控制单元总成排除故障",0.72
该车空调压缩机不起机，经维修技师检查测量保险盒无输出电，更换机舱电器盒上盖本体总成故障排除。望老师批准 谢谢,0.71
客户反映车辆打转向灯时右转向需要两次才可以正常，经技师检查需要更换组合开关总成,0.76
客户反映车辆行驶颠簸路面上左前倒车镜松动摇晃异响，经检查为左外后视镜总成故障导致异响松动。,0.84
客户反映车辆打不燃，经维修技师检查为车身线束总成与燃油箱及后轮速传感器线束总成故障，更换车身线束总成与燃油箱及后轮速传感器线束总成。,0.35
客述车辆主架密封条变形凸出，实车测试判断为密封条本身材质故障导致密封条与车门配合不当导致密封条挤压变形，已给客户柱哦更换处理,0.74
车辆检查中发现其车辆的水泵漏水，经检查确定是其配件故障导致，无法维修，更换消除,0.73
行驶制动时异响，方向盘抖动，经检查制动盘起槽，制动盘钢性不够，才应起此故障，更换制动盘,0.65
客述车辆雨刮不工作。实车测试发现雨刮开关无损坏可正常使用，判定为雨刮电机损坏导致无法正常使用雨刮器。更换后测试故障排除。,0.78
车辆在锁门时锁不上，经技师检查左前门线束总成短路故障更换排除，请老师批准，谢谢老师,0.81
车辆220V电源无法工作，经检查是由于材料内部故障导致，更换220V电源可排除故障。,0.54
客述车辆制动时底盘有金属敲击声，实车测试判断为扭力梁垫子损坏导致制动异响。更换测试故障排除，,0.72
车辆行驶中水温高，经检测电子风扇有时不工作，有时没有高速，更换电子扇,0.81
车辆右外后视镜折叠过度，检查为后视镜故障导致，更换后故障排除。,0.84
